video_file,ground truth,audio_pred,face_pred,fidget_pred,prosodic_pred,audio_truth,face_truth,fidget_truth,prosodic_truth
155.17903804829365_161.5671443729114.mp4,0,"{'sadness': 0.000730772, 'joy': 0.996418118, 'love': 0.001267008, 'anger': 0.00108008, 'fear': 0.000229132, 'surprise': 0.000274807, 'speech_rate': 2.307692308}","{'angry': 0.065, 'disgust': 0.003, 'fear': 0.153, 'happy': 0.123, 'sad': 0.185, 'surprise': 0.005, 'neutral': 0.464, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.79e-10, 'happy': 1.0, 'sad': 5.09e-12, 'angry': 2.32e-11}",0,0,0,0
245.60513933851692_253.3886813546877.mp4,0,"{'sadness': 0.00962547, 'joy': 0.012330722, 'love': 0.001038809, 'anger': 0.931438625, 'fear': 0.045120202, 'surprise': 0.000446176, 'speech_rate': 2.538071066}","{'angry': 0.097142857, 'disgust': 0.0, 'fear': 0.043571429, 'happy': 0.07, 'sad': 0.263571429, 'surprise': 0.211428571, 'neutral': 0.311428571, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.0, 'happy': 6.49e-12, 'sad': 3.06e-11, 'angry': 3.29e-12}",0,0,0,0
935.4741034548554_945.1718409555926.mp4,0,"{'sadness': 0.007921853, 'joy': 0.932160556, 'love': 0.00214185, 'anger': 0.050991613, 'fear': 0.00503576, 'surprise': 0.001748233, 'speech_rate': 1.743589744}","{'angry': 0.386, 'disgust': 0.0, 'fear': 0.027, 'happy': 0.12, 'sad': 0.079, 'surprise': 0.0, 'neutral': 0.385, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.065625}","{'neutral': 0.437366754, 'happy': 0.562633216, 'sad': 3.31e-09, 'angry': 4.41e-09}",0,0,0,0
67.5451823412047_75.63054443631478.mp4,1,"{'sadness': 0.991245925, 'joy': 0.001153826, 'love': 0.000217587, 'anger': 0.005821124, 'fear': 0.001271835, 'surprise': 0.000289902, 'speech_rate': 2.82902829}","{'angry': 0.395, 'disgust': 0.0, 'fear': 0.061, 'happy': 0.074, 'sad': 0.12, 'surprise': 0.022, 'neutral': 0.325, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.0, 'happy': 2.15e-12, 'sad': 9e-12, 'angry': 1.28e-10}",1,0,0,0
894.6465342492867_902.1792014510207.mp4,0,"{'sadness': 0.025171548, 'joy': 0.741935551, 'love': 0.005465174, 'anger': 0.186354622, 'fear': 0.035462543, 'surprise': 0.005610674, 'speech_rate': 0.131926121}","{'angry': 0.045, 'disgust': 0.0, 'fear': 0.115, 'happy': 0.085, 'sad': 0.5, 'surprise': 0.0, 'neutral': 0.2525, 'face_offscreen_ratio': 0.714285714}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 0.999983668, 'happy': 1.56e-05, 'sad': 7.11e-07, 'angry': 1.26e-07}",0,0,0,0
16.934422426769984_28.513514684390483.mp4,0,"{'sadness': 0.140305594, 'joy': 0.059057865, 'love': 0.002438943, 'anger': 0.731787205, 'fear': 0.063925952, 'surprise': 0.002484394, 'speech_rate': 2.579535684}","{'angry': 0.185, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.018, 'sad': 0.049, 'surprise': 0.004, 'neutral': 0.721, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.284172662, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 0.999999046, 'happy': 9.04e-07, 'sad': 4.36e-11, 'angry': 1.34e-11}",0,0,0,0
77.13656908314597_91.60361551152948.mp4,0,"{'sadness': 0.00090679, 'joy': 0.000756406, 'love': 0.000148656, 'anger': 0.002146489, 'fear': 0.995634735, 'surprise': 0.000406895, 'speech_rate': 3.438789546}","{'angry': 0.012727273, 'disgust': 0.0, 'fear': 0.028181818, 'happy': 0.796363636, 'sad': 0.023636364, 'surprise': 0.009090909, 'neutral': 0.128181818, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.003125}","{'neutral': 1.55e-11, 'happy': 1.0, 'sad': 1.15e-11, 'angry': 9.07e-12}",0,0,0,0
6.133258904351802_15.798916209655099.mp4,0,"{'sadness': 0.000933995, 'joy': 0.995156527, 'love': 0.000654344, 'anger': 0.001264576, 'fear': 0.000531098, 'surprise': 0.001459364, 'speech_rate': 2.265705458}","{'angry': 0.1355, 'disgust': 0.0, 'fear': 0.055, 'happy': 0.0095, 'sad': 0.199, 'surprise': 0.009, 'neutral': 0.5885, 'face_offscreen_ratio': 0.017167382}","{'movement_score': 0, 'fidget_percentage': 0.129310345, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.0, 'happy': 1.7e-11, 'sad': 2.75e-11, 'angry': 1.16e-12}",0,0,0,0
329.5040181070647_337.68652927889474.mp4,0,"{'sadness': 0.000252486, 'joy': 0.998741686, 'love': 0.000413021, 'anger': 0.000207011, 'fear': 0.000216481, 'surprise': 0.000169303, 'speech_rate': 3.393939394}","{'angry': 0.032, 'disgust': 0.0, 'fear': 0.012, 'happy': 0.6, 'sad': 0.013, 'surprise': 0.001, 'neutral': 0.337, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 0.999826372, 'happy': 9.91e-09, 'sad': 0.000173639, 'angry': 4.15e-12}",0,0,0,0
288.30547851969754_297.47120198186764.mp4,0,"{'sadness': 0.002479282, 'joy': 0.000697229, 'love': 0.000153535, 'anger': 0.005833406, 'fear': 0.989190102, 'surprise': 0.001646356, 'speech_rate': 3.783783784}","{'angry': 0.042, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.039, 'sad': 0.024, 'surprise': 0.01, 'neutral': 0.844, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 0.99999845, 'happy': 1.58e-06, 'sad': 1.11e-09, 'angry': 5.99e-13}",0,0,0,0
14.933971062476479_20.060586603392316.mp4,1,"{'sadness': 0.993351281, 'joy': 0.000308676, 'love': 0.000261325, 'anger': 0.003638488, 'fear': 0.002254543, 'surprise': 0.000185628, 'speech_rate': 4.606525912}","{'angry': 0.009, 'disgust': 0.0, 'fear': 0.001, 'happy': 0.181, 'sad': 0.008, 'surprise': 0.0, 'neutral': 0.798, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.0, 'happy': 1.96e-12, 'sad': 6.2e-12, 'angry': 8.79e-09}",1,0,0,0
20.90251846571531_30.292233693533056.mp4,1,"{'sadness': 0.418378741, 'joy': 0.003465336, 'love': 0.001114486, 'anger': 0.502241969, 'fear': 0.073193885, 'surprise': 0.001605583, 'speech_rate': 3.382663848}","{'angry': 0.175, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.0, 'sad': 0.11, 'surprise': 0.38, 'neutral': 0.203, 'face_offscreen_ratio': 0.255506608}","{'movement_score': 0, 'fidget_percentage': 0.207964602, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0625}","{'neutral': 1.37e-10, 'happy': 6.78e-08, 'sad': 0.999999881, 'angry': 7.88e-12}",1,0,0,0
273.25448882687016_279.60167039006546.mp4,0,"{'sadness': 0.997239947, 'joy': 0.000873474, 'love': 0.000206654, 'anger': 0.000355482, 'fear': 0.001080054, 'surprise': 0.000244459, 'speech_rate': 4.517133956}","{'angry': 0.059, 'disgust': 0.0, 'fear': 0.009, 'happy': 0.509, 'sad': 0.008, 'surprise': 0.04, 'neutral': 0.374, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.39869281, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 0.000130423, 'happy': 0.999869585, 'sad': 1.23e-10, 'angry': 1.22e-09}",0,0,0,0
344.3832585726892_356.44743483811067.mp4,0,"{'sadness': 0.002259633, 'joy': 0.001204112, 'love': 0.000358464, 'anger': 0.995275617, 'fear': 0.000702323, 'surprise': 0.000199861, 'speech_rate': 4.204451772}","{'angry': 0.078888889, 'disgust': 0.0, 'fear': 0.052222222, 'happy': 0.791111111, 'sad': 0.061111111, 'surprise': 0.004444444, 'neutral': 0.008888889, 'face_offscreen_ratio': 0.003436426}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.85e-09, 'happy': 1.0, 'sad': 1.66e-11, 'angry': 7.83e-12}",0,0,0,0
49.38109306304834_57.663220098702794.mp4,0,"{'sadness': 0.002093981, 'joy': 0.002108571, 'love': 0.00115171, 'anger': 0.001320923, 'fear': 0.266212672, 'surprise': 0.727112114, 'speech_rate': 1.909307876}","{'angry': 0.01, 'disgust': 0.0, 'fear': 0.009, 'happy': 0.816, 'sad': 0.018, 'surprise': 0.0, 'neutral': 0.146, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.1, 'face_movement': 0.0, 'arm_movement': 0.05, 'overall_intensity': 0.015625}","{'neutral': 6.53e-12, 'happy': 1.0, 'sad': 2.8e-12, 'angry': 9.14e-10}",0,0,0,0
444.3258168697256_451.5100625919806.mp4,0,"{'sadness': 0.001412821, 'joy': 0.996275425, 'love': 0.000553486, 'anger': 0.000876195, 'fear': 0.000627045, 'surprise': 0.00025501, 'speech_rate': 3.034482759}","{'angry': 0.003, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.985, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.012, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.003125}","{'neutral': 0.00041785, 'happy': 0.999582112, 'sad': 1e-10, 'angry': 1.18e-09}",0,0,0,0
41.50355093211582_49.333333.mp4,0,"{'sadness': 0.000327875, 'joy': 0.998179555, 'love': 0.000277875, 'anger': 0.000319755, 'fear': 0.000247083, 'surprise': 0.000647996, 'speech_rate': 3.03030303}","{'angry': 0.068, 'disgust': 0.009, 'fear': 0.056, 'happy': 0.515, 'sad': 0.069, 'surprise': 0.009, 'neutral': 0.275, 'face_offscreen_ratio': 0.031578947}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.003125}","{'neutral': 1.7e-11, 'happy': 1.0, 'sad': 7.01e-11, 'angry': 6.59e-12}",0,0,0,0
1142.5026652585955_1152.9504956942972.mp4,1,"{'sadness': 0.899434209, 'joy': 0.004154724, 'love': 0.001285596, 'anger': 0.077308826, 'fear': 0.016987929, 'surprise': 0.000828676, 'speech_rate': 0.857142857}","{'angry': 0.154166667, 'disgust': 0.0, 'fear': 0.105833333, 'happy': 0.121666667, 'sad': 0.263333333, 'surprise': 0.041666667, 'neutral': 0.311666667, 'face_offscreen_ratio': 0.154761905}","{'movement_score': 0, 'fidget_percentage': 0.187250996, 'hand_movement': 0.3, 'face_movement': 0.0, 'arm_movement': 0.15, 'overall_intensity': 0.159375}","{'neutral': 1.04e-10, 'happy': 1.0, 'sad': 2.23e-11, 'angry': 1.26e-11}",1,1,0,1
256.81066414537827_265.7854199068251.mp4,0,"{'sadness': 0.062054873, 'joy': 0.553566217, 'love': 0.005271987, 'anger': 0.367070824, 'fear': 0.010323972, 'surprise': 0.001712203, 'speech_rate': 3.429212142}","{'angry': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.938, 'sad': 0.0, 'surprise': 0.004, 'neutral': 0.057, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.15, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.015625}","{'neutral': 1.0, 'happy': 3.16e-11, 'sad': 4.59e-11, 'angry': 1.68e-12}",0,0,0,0
349.1509322236371_354.99558306065853.mp4,0,"{'sadness': 0.036446098, 'joy': 0.424328029, 'love': 0.079514161, 'anger': 0.010937177, 'fear': 0.433189362, 'surprise': 0.015585174, 'speech_rate': 2.871621622}","{'angry': 0.083, 'disgust': 0.0, 'fear': 0.037, 'happy': 0.009, 'sad': 0.194, 'surprise': 0.0, 'neutral': 0.672, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.0, 'happy': 5.22e-12, 'sad': 5.79e-12, 'angry': 2.68e-11}",0,0,0,0
556.5012786858996_569.8720623096178.mp4,1,"{'sadness': 0.196321025, 'joy': 0.002243267, 'love': 0.005366346, 'anger': 0.054568648, 'fear': 0.738360405, 'surprise': 0.003140265, 'speech_rate': 3.427719821}","{'angry': 0.072, 'disgust': 0.0, 'fear': 0.069, 'happy': 0.016, 'sad': 0.307, 'surprise': 0.016, 'neutral': 0.519, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.127725857, 'hand_movement': 0.1, 'face_movement': 0.0, 'arm_movement': 0.2, 'overall_intensity': 0.021875}","{'neutral': 0.090600401, 'happy': 0.909399569, 'sad': 3.02e-09, 'angry': 1.86e-10}",1,0,0,0
253.44683031397332_262.4174890322785.mp4,0,"{'sadness': 0.000344212, 'joy': 0.998537064, 'love': 0.000292529, 'anger': 0.00032872, 'fear': 0.000242717, 'surprise': 0.00025467, 'speech_rate': 4.092930621}","{'angry': 0.079090909, 'disgust': 0.000909091, 'fear': 0.067272727, 'happy': 0.580909091, 'sad': 0.069090909, 'surprise': 0.018181818, 'neutral': 0.182727273, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.041666667, 'hand_movement': 0.0, 'face_movement': 0.55, 'arm_movement': 0.0, 'overall_intensity': 0.0625}","{'neutral': 1.37e-07, 'happy': 0.999999881, 'sad': 3.19e-10, 'angry': 7.99e-13}",0,0,0,0
94.75870655402095_103.6403909100928.mp4,0,"{'sadness': 0.00211145, 'joy': 0.002281146, 'love': 0.001151061, 'anger': 0.001134722, 'fear': 0.214569807, 'surprise': 0.77875185, 'speech_rate': 3.013392857}","{'angry': 0.03, 'disgust': 0.0, 'fear': 0.021, 'happy': 0.044, 'sad': 0.056, 'surprise': 0.004, 'neutral': 0.843, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.05, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.003125}","{'neutral': 1.0, 'happy': 6.73e-12, 'sad': 7.3e-12, 'angry': 2.2e-11}",0,0,0,0
141.04256201606745_145.40027474331112.mp4,0,"{'sadness': 0.001208232, 'joy': 0.986006856, 'love': 0.002552992, 'anger': 0.008001083, 'fear': 0.001781987, 'surprise': 0.000448875, 'speech_rate': 2.714932127}","{'angry': 0.001, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.979, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.02, 'face_offscreen_ratio': 0.254716981}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 2.69e-09, 'happy': 1.0, 'sad': 4.02e-10, 'angry': 3.72e-12}",0,0,0,0
690.464171308038_700.4685743811498.mp4,0,"{'sadness': 0.001495718, 'joy': 0.969832838, 'love': 0.000747827, 'anger': 0.00090732, 'fear': 0.001428953, 'surprise': 0.025587395, 'speech_rate': 3.386461832}","{'angry': 0.12, 'disgust': 0.0, 'fear': 0.012, 'happy': 0.541, 'sad': 0.038, 'surprise': 0.008, 'neutral': 0.287, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 2.42e-09, 'happy': 1.0, 'sad': 6.87e-10, 'angry': 2.48e-11}",0,0,0,0
251.64782681575693_258.8362011162431.mp4,0,"{'sadness': 0.000266944, 'joy': 0.998873174, 'love': 0.000287729, 'anger': 0.000168681, 'fear': 0.000255821, 'surprise': 0.000147631, 'speech_rate': 2.743484225}","{'angry': 0.086, 'disgust': 0.0, 'fear': 0.026, 'happy': 0.139, 'sad': 0.026, 'surprise': 0.014, 'neutral': 0.709, 'face_offscreen_ratio': 0.177142857}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.28e-06, 'happy': 6.07e-08, 'sad': 2.27e-12, 'angry': 0.999998569}",0,0,0,0
181.55233589159798_191.31538349138523.mp4,0,"{'sadness': 0.011037436, 'joy': 0.388779074, 'love': 0.005486517, 'anger': 0.569444358, 'fear': 0.02151672, 'surprise': 0.003735935, 'speech_rate': 3.166503759}","{'angry': 0.218421053, 'disgust': 0.0, 'fear': 0.017894737, 'happy': 0.147368421, 'sad': 0.214210526, 'surprise': 0.002105263, 'neutral': 0.4, 'face_offscreen_ratio': 0.021276596}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.2, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.034375}","{'neutral': 1.0, 'happy': 2.35e-10, 'sad': 7.3e-10, 'angry': 5.91e-12}",0,0,0,0
1656.8194041993065_1666.7716245010388.mp4,1,"{'sadness': 0.040950805, 'joy': 0.374947071, 'love': 0.002986571, 'anger': 0.427731067, 'fear': 0.146351114, 'surprise': 0.007033377, 'speech_rate': 0.7}","{'angry': 0.459, 'disgust': 0.002, 'fear': 0.051, 'happy': 0.081, 'sad': 0.229, 'surprise': 0.0, 'neutral': 0.176, 'face_offscreen_ratio': 0.666666667}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.04375}","{'neutral': 1.48e-07, 'happy': 0.999999881, 'sad': 2.66e-09, 'angry': 6.09e-12}",1,1,0,0
147.06597325650176_151.86310678677432.mp4,0,"{'sadness': 0.041941553, 'joy': 0.026688524, 'love': 0.001275739, 'anger': 0.89775008, 'fear': 0.031141713, 'surprise': 0.001202458, 'speech_rate': 3.073770492}","{'angry': 0.044, 'disgust': 0.0, 'fear': 0.044, 'happy': 0.078, 'sad': 0.488, 'surprise': 0.031, 'neutral': 0.314, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.0, 'hand_movement': 0.0, 'face_movement': 0.0, 'arm_movement': 0.0, 'overall_intensity': 0.0}","{'neutral': 1.0, 'happy': 8.3e-12, 'sad': 3.04e-11, 'angry': 2.69e-12}",0,0,0,0
2480.557972392808_2488.473145701759.mp4,1,"{'sadness': 0.006032531, 'joy': 0.015540546, 'love': 0.000647379, 'anger': 0.973191917, 'fear': 0.003930122, 'surprise': 0.000657613, 'speech_rate': 3.64321608}","{'angry': 0.1175, 'disgust': 0.0, 'fear': 0.131666667, 'happy': 0.07, 'sad': 0.201666667, 'surprise': 0.008333333, 'neutral': 0.474166667, 'face_offscreen_ratio': 0.0}","{'movement_score': 0, 'fidget_percentage': 0.757894737, 'hand_movement': 0.1, 'face_movement': 0.0, 'arm_movement': 0.3, 'overall_intensity': 0.028125}","{'neutral': 0.999999762, 'happy': 9.31e-10, 'sad': 5.47e-12, 'angry': 2e-07}",1,1,0,1
